Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Diamond Weight (ct) (product.metafields.custom.diamond_weight_ct),Colors (product.metafields.jhango.colors),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
shimmering-square-silver-ring-with-open-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/144.jpg?v=1745056833,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shimmering-square-silver-ring-with-open-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/73_a54c5023-ee0f-4d9b-8f7f-75fcbbff87e4.jpg?v=1745056833,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enchanting-butterfly-minable-ring,Enchanting Butterfly Minable Ring,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">The Butterfly Minable Ring enchants with its charming and captivating design, captivating attention with its delightful aesthetic. Its unique charm not only captivates the eye but also enhances its overall allure, making it a standout piece in any collection.<br><br></span></p>
<p><span data-sheets-root=""1"">Gemstone - </span><span data-sheets-root=""1"">Semi precious pink stone </span><span data-sheets-root=""1""><br>Size - 12 , 14 , 16<br>Weight - 1.68g<br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Keep Your Jewellery Away From Soaps, Perfumes, Cosmetics, Humidity And Extreme Temperature.<br>Jewellery Is Delicate, Any Impact, Pressure Or Mishandling Can Cause Breakage Or Damage. Repairing, If Possible, Is A Chargeable Service.<br>Gold Plating Will Fade With Regular Use And Frequent Exposure To Air And Water. It Will Need Re-Plating. We Can Re-Plate It At A Nominal Charge. Stones(Pasted/In Setting) Can Come Off With Rough Usage.<br>Silver Creations Get Oxidized When Exposed To Air. Use Silver Cleaning Cloth To Clean It. Any Other Powder Or Concentrate May Harm The Original Finish.</span></p>
<p><span data-sheets-root=""1""><br></span></p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,,false,Title,Default Title,,,,,,,,SLR92/20313,1.68,shopify,50,continue,manual,1638.0,2970.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/6_64.jpg?v=1745057277,1,,false,,,200,,adult,,,,,,,,,,,,,adults,,pink; animal,,gold,imitation-jewelry,,charm,12,female,,,,,,g,,277.00,true,,,active
enchanting-butterfly-minable-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/148_56dd15d1-e2f0-4f39-ac12-ae3a2d9fa1bf.jpg?v=1745057280,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enchanting-butterfly-minable-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/76.jpg?v=1745057278,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-rose-gold-dual-butterfly,Silver & Rose Gold Dual Butterfly,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Silver dual colour butterfully in unique and classy with the combination of silver and rosegold colour to enhance the beauty of the intricated butterfly design.<br><br></span></p>
<p><span data-sheets-root=""1"">Gemstone - </span><span data-sheets-root=""1"">White Swarovski Zircon</span><span data-sheets-root=""1""><br>Size - 10<br>Weight - 5.54g<br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Keep Your Jewellery Away From Soaps, Perfumes, Cosmetics, Humidity And Extreme Temperature.<br>Jewellery Is Delicate, Any Impact, Pressure Or Mishandling Can Cause Breakage Or Damage. Repairing, If Possible, Is A Chargeable Service.<br>Gold Plating Will Fade With Regular Use And Frequent Exposure To Air And Water. It Will Need Re-Plating. We Can Re-Plate It At A Nominal Charge. Stones(Pasted/In Setting) Can Come Off With Rough Usage.<br>Silver Creations Get Oxidized When Exposed To Air. Use Silver Cleaning Cloth To Clean It. Any Other Powder Or Concentrate May Harm The Original Finish.<br><br><br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p> </p>
<p><span data-sheets-root=""1""><br></span></p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,,false,Title,Default Title,,,,,,,,SLR92/22067,5.54,shopify,50,continue,manual,3100.0,6625.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/6_122.jpg?v=1745179151,1,,false,,,200,,,,,,,,,,,,,,'0,,,animal,,silver; rose-gold,imitation-jewelry,,,,,,,,,,g,,733.00,true,,,active
silver-rose-gold-dual-butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/77.jpg?v=1745179151,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-rose-gold-dual-butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/146.jpg?v=1745179151,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-butterfly-ring-elegance-whimsy,Rose Gold Butterfly Ring: Elegance & Whimsy,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">This stunning rose gold butterfly ring features a delicate and intricate band pattern that embodies elegance and whimsy. The warm, rosy hue of the gold adds a touch of sophistication and femininity, making it a perfect accessory for both everyday wear and special occasions.<br><br></span></p>
<p><span data-sheets-root=""1"">Gemstone - </span><span data-sheets-root=""1"">Semi precious zircon with pink stone</span><span data-sheets-root=""1""><br>Size - 12 , 14 , 16<br>Weight - 2.13g<br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Keep Your Jewellery Away From Soaps, Perfumes, Cosmetics, Humidity And Extreme Temperature.<br>Jewellery Is Delicate, Any Impact, Pressure Or Mishandling Can Cause Breakage Or Damage. Repairing, If Possible, Is A Chargeable Service.<br>Gold Plating Will Fade With Regular Use And Frequent Exposure To Air And Water. It Will Need Re-Plating. We Can Re-Plate It At A Nominal Charge. Stones(Pasted/In Setting) Can Come Off With Rough Usage.<br>Silver Creations Get Oxidized When Exposed To Air. Use Silver Cleaning Cloth To Clean It. Any Other Powder Or Concentrate May Harm The Original Finish.<br><br><br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p> </p>
<p><span data-sheets-root=""1""></span><br></p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,,false,Title,Default Title,,,,,,,,SLR92/31683,2.13,shopify,50,continue,manual,1975.0,3812.5,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/d_1.jpg?v=1745179459,1,,false,,,200,,,,,,,,,,,,,,'0,,,animal,,,imitation-jewelry,,band,,female,,,,,,g,,382.00,true,,,active
rose-gold-butterfly-ring-elegance-whimsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/143_d79ecd8f-2d66-42ce-b499-d0424bb961be.jpg?v=1745179459,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-butterfly-ring-elegance-whimsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/58_5f4fa32f-b55d-48bc-bd44-8b5a97420d56.jpg?v=1745179459,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique-teddy-bear-rings,Unique Teddy Bear Rings,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Teddy bear rings can come in a variety of styles, from cute and whimsical to elegant and sophisticated. They are a popular choice for those who love teddy bears and want to express their love for them through jewelry.<br><br></span></p>
<p><span data-sheets-root=""1"">Gemstone - </span><span data-sheets-root=""1"">White Swarovski Zircon </span><span data-sheets-root=""1""><br>Size - 18<br>Weight - 4.61g<br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Keep Your Jewellery Away From Soaps, Perfumes, Cosmetics, Humidity And Extreme Temperature.<br>Jewellery Is Delicate, Any Impact, Pressure Or Mishandling Can Cause Breakage Or Damage. Repairing, If Possible, Is A Chargeable Service.<br>Gold Plating Will Fade With Regular Use And Frequent Exposure To Air And Water. It Will Need Re-Plating. We Can Re-Plate It At A Nominal Charge. Stones(Pasted/In Setting) Can Come Off With Rough Usage.<br>Silver Creations Get Oxidized When Exposed To Air. Use Silver Cleaning Cloth To Clean It. Any Other Powder Or Concentrate May Harm The Original Finish.<br><br><br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p> </p>
<p><span data-sheets-root=""1""><br></span></p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,,false,Title,Default Title,,,,,,,,SLR92/10228,4.61,shopify,50,continue,manual,2600.0,463300.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/6_71.jpg?v=1745179538,1,,false,,,200,,,,,,,,,,,,,,,,,animal,,gold,imitation-jewelry,,charm,,unisex,,,,,,g,,577.00,true,,,active
unique-teddy-bear-rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/145.jpg?v=1745179538,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique-teddy-bear-rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/57_22e85e0d-45b3-4262-a157-6ec140664010.jpg?v=1745179539,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterling-silver-butterfly-ring-symbol-of-transformation,Sterling Silver Butterfly Ring - Symbol of Transformation,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Adorn your finger with our sterling silver adjustable butterfly ring. This charming piece features a delicate butterfly design, symbolizing transformation and beauty. The adjustable band ensures a perfect fit, making it an ideal accessory for any occasion.<br><br></span></p>
<p><span data-sheets-root=""1"">Gemstone - </span><span data-sheets-root=""1"">White Swarovski Zircon </span><span data-sheets-root=""1""><br>Size - 12 , 14 , 16<br>Weight - 4.65g<br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Keep Your Jewellery Away From Soaps, Perfumes, Cosmetics, Humidity And Extreme Temperature.<br>Jewellery Is Delicate, Any Impact, Pressure Or Mishandling Can Cause Breakage Or Damage. Repairing, If Possible, Is A Chargeable Service.<br>Gold Plating Will Fade With Regular Use And Frequent Exposure To Air And Water. It Will Need Re-Plating. We Can Re-Plate It At A Nominal Charge. Stones(Pasted/In Setting) Can Come Off With Rough Usage.<br>Silver Creations Get Oxidized When Exposed To Air. Use Silver Cleaning Cloth To Clean It. Any Other Powder Or Concentrate May Harm The Original Finish.<br><br><br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p> </p>
<p> </p>
<p><span data-sheets-root=""1""></span><br></p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,,false,Title,Default Title,,,,,,,,SLR92/18604,4.65,shopify,50,continue,manual,2850.0,6000.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/56_d6d25f39-d0ec-4bd6-aed2-e1a1e770da62.jpg?v=1745179795,1,,false,,,200,,,,,,,,,,,,,,,,,animal,,sterling-silver,imitation-jewelry,,charm,,,,,,,,g,,655.00,true,,,active
sterling-silver-butterfly-ring-symbol-of-transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/202_a238f8e3-7faa-439c-a84a-587ace84db2d.jpg?v=1745179796,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterling-silver-butterfly-ring-symbol-of-transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/88_4350339f-01e6-4a4e-a54d-c984976b9569.jpg?v=1745179796,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-in-1-ring-bracelet-unique-shape-shifting-jewelry,2-in-1 Ring & Bracelet | Unique Shape-Shifting Jewelry,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Ring cum Bracelet is a unique piece of art with its versatality in changing its shape &amp; form &amp; give a new look to the outfit. The design pattern is so different that when worn as a ring it’s a glamourus band emblished with zircons &amp; when worn as a bracelet its a completely change in its look &amp; feel its flesciblity makes it a master piece.<br><br></span></p>
<p><span data-sheets-root=""1"">Gemstone - </span><span data-sheets-root=""1"">White Swarovski Zircon </span><span data-sheets-root=""1""><br>Size - Adjustable<br>Weight - 14.41g<br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Keep Your Jewellery Away From Soaps, Perfumes, Cosmetics, Humidity And Extreme Temperature.<br>Jewellery Is Delicate, Any Impact, Pressure Or Mishandling Can Cause Breakage Or Damage. Repairing, If Possible, Is A Chargeable Service.<br>Gold Plating Will Fade With Regular Use And Frequent Exposure To Air And Water. It Will Need Re-Plating. We Can Re-Plate It At A Nominal Charge. Stones(Pasted/In Setting) Can Come Off With Rough Usage.<br>Silver Creations Get Oxidized When Exposed To Air. Use Silver Cleaning Cloth To Clean It. Any Other Powder Or Concentrate May Harm The Original Finish.<br><br><br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p> </p>
<p> </p>
<p><span data-sheets-root=""1""></span><br></p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,,false,Title,Default Title,,,,,,,,SLR92/33766,14.41,shopify,50,continue,manual,7963.0,18782.5,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/06_337cb3fc-2568-4e7a-9a8b-a30669881045.jpg?v=1745180692,1,,false,,,200,,adult,,,,,,,,,,,,'0,adults,,silver,,gold,imitation-jewelry,,band,,unisex,,,,,,g,,2250.00,true,,,active
2-in-1-ring-bracelet-unique-shape-shifting-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/167.jpg?v=1745180693,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-in-1-ring-bracelet-unique-shape-shifting-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/159.jpg?v=1745180693,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-in-1-ring-bracelet-unique-shape-shifting-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/158_895fb174-a7b8-4cf1-bb50-e7c6d7550c07.jpg?v=1745180693,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-in-1-ring-bracelet-unique-shape-shifting-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/85_ae2e96d3-9eae-4e81-a7a4-daf3cfe24080.jpg?v=1745180693,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-in-1-ring-bracelet-unique-shape-shifting-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/84_a35ab207-37db-44b1-9159-216c82493ed8.jpg?v=1745180693,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-in-1-ring-bracelet-unique-shape-shifting-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/05_1_3db0c0a9-e71c-4260-81eb-3c558a9b86c0.jpg?v=1745180692,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-in-1-ring-bracelet-unique-shape-shifting-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/04_ff34970f-cf59-44f6-83af-1cec85de64e2.jpg?v=1745180692,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-ring-bracelet,Rose Gold Ring Bracelet,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">This exquisite rose gold ring cum bracelet is a symbol of elegance and sophistication, blending timeless design with modern innovation. Perfectly crafted to adorn your hand with grace, it seamlessly transitions from a statement ring to a delicate bracelet, adding a touch of luxury to any outfit.<br><br></span></p>
<p><span data-sheets-root=""1"">Gemstone - </span><span data-sheets-root=""1"">White Swarovski Zircon </span><span data-sheets-root=""1""><br>Size - Adjustable<br>Weight - 10.74g<br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Keep Your Jewellery Away From Soaps, Perfumes, Cosmetics, Humidity And Extreme Temperature.<br>Jewellery Is Delicate, Any Impact, Pressure Or Mishandling Can Cause Breakage Or Damage. Repairing, If Possible, Is A Chargeable Service.<br>Gold Plating Will Fade With Regular Use And Frequent Exposure To Air And Water. It Will Need Re-Plating. We Can Re-Plate It At A Nominal Charge. Stones(Pasted/In Setting) Can Come Off With Rough Usage.<br>Silver Creations Get Oxidized When Exposed To Air. Use Silver Cleaning Cloth To Clean It. Any Other Powder Or Concentrate May Harm The Original Finish.<br><br><br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p> </p>
<p> </p>
<p><span data-sheets-root=""1""></span><br></p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,,false,Title,Default Title,,,,,,,,SLR92/12878,10.74,shopify,46,deny,manual,750.0,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/11_6cd82a2e-0901-4f7a-845b-a3833f00e8a2.jpg?v=1745212878,1,,false,,,200,,,,,,,,,,,,,,'0,,,rose-gold,,rose-gold,imitation-jewelry,,charm,,,,,,,,g,,,true,,,active
rose-gold-ring-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/167_1.jpg?v=1745212878,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-ring-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/161_a9b56adc-af4f-4d4f-81dc-74b2b8a39740.jpg?v=1745212878,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-ring-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/160.jpg?v=1745212878,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-ring-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/87_89af1804-8679-40d6-ad26-8be48b3c469f.jpg?v=1745212878,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-ring-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/86.jpg?v=1745212878,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-gold-ring-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/14_ff9f810b-a775-4bed-a23a-fb3977cb06e2.jpg?v=1745212878,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning-dual-tone-ring-bracelet-versatile-convertible-jewelry,Stunning Dual-Tone Ring Bracelet | Versatile Convertible Jewelry,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">This stunning dual-tone ring cum bracelet is the perfect blend of sophistication and versatility. Whether worn as a statement ring or a delicate bracelet, it adds a touch of charm to any outfit. A must-have for those who love timeless beauty with a modern twist.<br><br></span></p>
<p><span data-sheets-root=""1"">Gemstone - </span><span data-sheets-root=""1"">White Swarovski Zircon </span><span data-sheets-root=""1""><br>Size - Adjustable<br>Weight - 14.73g<br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Keep Your Jewellery Away From Soaps, Perfumes, Cosmetics, Humidity And Extreme Temperature.<br>Jewellery Is Delicate, Any Impact, Pressure Or Mishandling Can Cause Breakage Or Damage. Repairing, If Possible, Is A Chargeable Service.<br>Gold Plating Will Fade With Regular Use And Frequent Exposure To Air And Water. It Will Need Re-Plating. We Can Re-Plate It At A Nominal Charge. Stones(Pasted/In Setting) Can Come Off With Rough Usage.<br>Silver Creations Get Oxidized When Exposed To Air. Use Silver Cleaning Cloth To Clean It. Any Other Powder Or Concentrate May Harm The Original Finish.<br><br><br><br></span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p> </p>
<p> </p>
<p><span data-sheets-root=""1""></span><br></p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,,false,Title,Default Title,,,,,,,,SLR92/33782,14.73,shopify,50,continue,manual,8113.0,19157.5,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/50_a182f9c7-d998-4bf4-920e-7744e2832688.jpg?v=1745213788,1,,false,,,200,,adult,,,,,,,,,,,,'0,adults,,white-gold; white,,,imitation-jewelry,,charm,,unisex,,,,,,g,,2297.00,true,,,active
stunning-dual-tone-ring-bracelet-versatile-convertible-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/167_2.jpg?v=1745213788,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning-dual-tone-ring-bracelet-versatile-convertible-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/164.jpg?v=1745213788,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning-dual-tone-ring-bracelet-versatile-convertible-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/163_0384afc7-2462-466f-8d84-d358b7954141.jpg?v=1745213788,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning-dual-tone-ring-bracelet-versatile-convertible-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/79_ca4b2584-798a-4770-bc5b-9c9118a16579.jpg?v=1745213788,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning-dual-tone-ring-bracelet-versatile-convertible-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/78_c65fecff-79ac-4cb8-b9d2-d2065e0f0766.jpg?v=1745213788,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning-dual-tone-ring-bracelet-versatile-convertible-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/49_29184086-50da-4ca1-aaec-8921fa53c29d.jpg?v=1745213787,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning-dual-tone-ring-bracelet-versatile-convertible-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/48_8cee33c7-3cc6-48a9-9fe5-42484bf0501d.jpg?v=1745213788,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
